Genes	avg_logFC	pct.TM	pct.PB	pct.Difference	p_val	p_val_adj	
IFT22	1.594547342	0.019	0	0.019	0.078059614	1	
RP11-214O1.2	1.593248688	0.021	0	0.021	0.065510738	1	
ZNF589	1.593110156	0.021	0	0.021	0.065510738	1	
KDM6B	1.590869381	0.214	0.044	0.17	8.28E-07	0.015255637	
MRM1	1.590828194	0.021	0	0.021	0.065510738	1	
DYRK1B	1.589194099	0.061	0.019	0.042	0.029350417	1	
CDKL2	1.588186286	0.019	0	0.019	0.078059614	1	
PLEK	1.587277472	0.103	0.025	0.078	0.001727783	1	
ZNF17	1.58439952	0.019	0	0.019	0.078059614	1	
PPIP5K1	1.583242084	0.016	0	0.016	0.111506109	1	
ZBTB17	1.582296339	0.071	0.012	0.059	0.004907246	1	
EPAS1	1.582134314	0.021	0	0.021	0.065510738	1	
TBX21	1.581412298	0.084	0.012	0.072	0.001673651	1	
BCL2L1	1.581272165	0.305	0.088	0.217	1.31E-08	0.000241786	
TRGV2	1.580490998	0.012	0	0.012	0.16111254	1	
PRKAG2-AS1	1.580093383	0.064	0.006	0.058	0.00346343	1	
FN1	1.57719107	0.01	0	0.01	0.194868982	1	
OSM	1.576166397	0.033	0.006	0.027	0.06440887	1	
SMAD7	1.572353486	0.073	0.012	0.061	0.0043094	1	
HSPD1	1.571908694	0.632	0.3	0.332	2.06E-18	3.80E-14	
QSOX2	1.569598956	0.021	0	0.021	0.065510738	1	
LINC01353	1.568787935	0.014	0	0.014	0.133799231	1	
IGF1	1.567781831	0.01	0	0.01	0.194868982	1	
OPA3	1.564860938	0.054	0.006	0.048	0.009088614	1	
IFNG	1.563391402	0.101	0.038	0.063	0.01098441	1	
CCDC71L	1.562149989	0.042	0.006	0.036	0.028489426	1	
ZNF641	1.56191042	0.033	0.006	0.027	0.063978581	1	
SEC14L2	1.561735535	0.038	0.006	0.032	0.039012353	1	
ZNF79	1.561225064	0.021	0	0.021	0.065510738	1	
EGR2	1.559973332	0.066	0.012	0.054	0.00799541	1	
GNGT2	1.557923422	0.059	0.012	0.047	0.014831572	1	
C3	1.555483777	0.012	0	0.012	0.16111254	1	
H2AFX	1.5512853	0.179	0.038	0.141	9.92E-06	0.182733296	
OTOF	1.550640674	0.017	0	0.017	0.093188929	1	
DNAJB5	1.543760023	0.017	0	0.017	0.093188929	1	
HSP90AB1	1.541342521	0.937	0.719	0.218	3.75E-39	6.92E-35	
IL23R	1.540063418	0.019	0	0.019	0.078059614	1	
HYPK	1.539440761	0.08	0.019	0.061	0.005622622	1	
GRAMD4	1.539221582	0.063	0.012	0.051	0.01103182	1	
CPVL	1.537531617	0.016	0	0.016	0.111506109	1	
CCDC152	1.536991558	0.014	0	0.014	0.133799231	1	
INPP1	1.533204433	0.12	0.031	0.089	0.000811159	1	
ATXN2	1.532516613	0.066	0.019	0.047	0.018757003	1	
SIGLEC12	1.531444284	0.019	0	0.019	0.078059614	1	
MIR4458HG	1.531365465	0.017	0	0.017	0.093188929	1	
COL5A1	1.530636128	0.019	0	0.019	0.078059563	1	
CTD-2357A8.3	1.530530923	0.016	0	0.016	0.111506109	1	
HYI	1.53044013	0.056	0.012	0.044	0.020240028	1	
ZBTB32	1.530194706	0.094	0.031	0.063	0.008022184	1	
C17orf107	1.52996599	0.019	0	0.019	0.078059614	1	
N6AMT1	1.529275924	0.04	0.006	0.034	0.032994073	1	
CNTLN	1.528636121	0.017	0	0.017	0.093188929	1	
EVI5	1.528503533	0.016	0	0.016	0.111506109	1	
FHL3	1.527950327	0.071	0.019	0.052	0.012152539	1	
DAG1	1.527934561	0.019	0	0.019	0.078059614	1	
SOCS3	1.527115039	0.247	0.069	0.178	6.99E-07	0.012887875	
C10orf128	1.526361976	0.07	0.019	0.051	0.014266362	1	
SRR	1.524148453	0.019	0	0.019	0.078059614	1	
FOSL2	1.523753544	0.2	0.05	0.15	6.31E-06	0.11619321	
ZC3H12A	1.523466283	0.275	0.069	0.206	5.46E-08	0.001005513	
MYO7A	1.52318023	0.021	0	0.021	0.065510738	1	
EDNRB	1.522569348	0.016	0	0.016	0.111506109	1	
CXorf21	1.520600527	0.056	0.019	0.037	0.049327723	1	
TAF4B	1.519023312	0.019	0	0.019	0.078059614	1	
H1F0	1.518499915	0.014	0	0.014	0.133799231	1	
DTL	1.518424298	0.016	0	0.016	0.111506109	1	
GPR137B	1.518316281	0.071	0.019	0.052	0.012082237	1	
AFAP1	1.517938951	0.019	0	0.019	0.078059614	1	
C2orf42	1.517240926	0.051	0.006	0.045	0.012635588	1	
TIGD7	1.515857901	0.014	0	0.014	0.133799231	1	
SSH1	1.513459872	0.064	0.012	0.052	0.009452457	1	
MRPL18	1.512415184	0.416	0.119	0.297	3.83E-12	7.06E-08	
ZNF549	1.512411345	0.019	0	0.019	0.078059614	1	
TRGV8	1.511661948	0.01	0	0.01	0.194868982	1	
RP11-254F7.2	1.510862947	0.014	0	0.014	0.133799231	1	
FRAT2	1.50963571	0.037	0.012	0.025	0.117505502	1	
RP11-492E3.2	1.508188025	0.016	0	0.016	0.111506109	1	
HDAC11	1.507025364	0.014	0	0.014	0.133799231	1	
CYFIP1	1.506451909	0.04	0.006	0.034	0.032994073	1	
PARD6G-AS1	1.505714249	0.01	0	0.01	0.194868982	1	
C5AR1	1.505372808	0.014	0	0.014	0.133799231	1	
NADK2	1.502398897	0.021	0	0.021	0.065510738	1	
RAB33A	1.500468626	0.186	0.056	0.13	4.09E-05	0.752954981	
CCND2	1.499396334	0.551	0.175	0.376	9.65E-18	1.78E-13	
STARD5	1.496276787	0.017	0	0.017	0.093188868	1	
TAF1A	1.495995161	0.016	0	0.016	0.111506109	1	
ARSD	1.494814241	0.016	0	0.016	0.111506109	1	
PAK4	1.494732479	0.019	0	0.019	0.078059614	1	
DIAPH3	1.494698078	0.01	0	0.01	0.194868982	1	
CADM1	1.49448232	0.103	0.031	0.072	0.003991767	1	
ARHGEF18	1.49422632	0.031	0.006	0.025	0.075269466	1	
RP11-152N13.5	1.493104996	0.016	0	0.016	0.111506109	1	
TRAV12-1	1.492999039	0.049	0.012	0.037	0.040890758	1	
IL4I1	1.492363554	0.028	0.006	0.022	0.106135256	1	
PPP1R15A	1.491845889	0.84	0.444	0.396	7.85E-33	1.45E-28	
NFS1	1.491132213	0.061	0.012	0.049	0.012872491	1	
OASL	1.490218772	0.101	0.025	0.076	0.002135511	1	
RP11-462G2.1	1.486578439	0.007	0	0.007	0.290768773	1	
SAYSD1	1.486490297	0.148	0.038	0.11	0.000161471	1	
FBXO36	1.486214391	0.017	0	0.017	0.093188929	1	
LIN7A	1.485416867	0.024	0.006	0.018	0.148665322	1	
CLPTM1L	1.484210135	0.045	0.006	0.039	0.020472913	1	
CTC-329D1.2	1.484208224	0.019	0	0.019	0.078059614	1	
LIPH	1.483659987	0.016	0	0.016	0.111506109	1	
MARCKS	1.481655233	0.019	0	0.019	0.078059614	1	
B3GAT1	1.481493388	0.021	0	0.021	0.065510738	1	
ZDHHC13	1.480518081	0.063	0.012	0.051	0.01103182	1	
ZNF500	1.479833938	0.016	0	0.016	0.111506109	1	
RP11-178C3.2	1.479804352	0.017	0	0.017	0.093188929	1	
LAIR2	1.476644603	0.542	0.181	0.361	8.38E-16	1.54E-11	
U47924.31	1.472187636	0.014	0	0.014	0.133799231	1	
NFKB2	1.47216888	0.228	0.056	0.172	8.75E-07	0.016120011	
NCAPH2	1.471495529	0.082	0.019	0.063	0.004704532	1	
FUOM	1.471461686	0.132	0.031	0.101	0.000283883	1	
IGFL2	1.470185846	0.01	0	0.01	0.194868982	1	
CXCR3	1.469479292	0.49	0.15	0.34	8.36E-15	1.54E-10	
CHST2	1.467776868	0.021	0	0.021	0.065510738	1	
CRADD	1.467060554	0.181	0.05	0.131	3.87E-05	0.713314512	
SETD9	1.467006482	0.031	0.006	0.025	0.075521188	1	
ZNF222	1.465570417	0.009	0	0.009	0.237083309	1	
SFT2D3	1.463697554	0.019	0	0.019	0.078059614	1	
PHACTR1	1.463156818	0.014	0	0.014	0.133799231	1	
ZNF10	1.462974118	0.134	0.031	0.103	0.000257153	1	
FAM161B	1.462729837	0.021	0.006	0.015	0.210518095	1	
LPAR5	1.460624176	0.028	0.006	0.022	0.105437121	1	
BCDIN3D	1.459342261	0.031	0.006	0.025	0.076026695	1	
SLAMF1	1.458916895	0.484	0.188	0.296	1.22E-12	2.24E-08	
CX3CR1	1.457888657	0.031	0.006	0.025	0.075773598	1	
MTBP	1.456691678	0.014	0	0.014	0.133799231	1	
SERPINB9	1.455106678	0.331	0.088	0.243	1.08E-09	1.99E-05	
RNF187	1.454081983	0.223	0.062	0.161	3.16E-06	0.058310244	
TMPRSS3	1.453920971	0.016	0	0.016	0.111506109	1	
IFRD1	1.453877203	0.432	0.131	0.301	2.06E-12	3.80E-08	
ZNF526	1.452915605	0.024	0.006	0.018	0.149149672	1	
INPP5F	1.451045764	0.164	0.056	0.108	0.000308614	1	
SLCO4A1	1.451045364	0.033	0.006	0.027	0.064841545	1	
FSCN1	1.451043185	0.016	0	0.016	0.111506109	1	
MYO1D	1.450909531	0.016	0	0.016	0.111506109	1	
SLC25A4	1.450241014	0.077	0.019	0.058	0.008108674	1	
RP11-930P14.2	1.449851507	0.012	0	0.012	0.16111254	1	
SEPT7	1.449448566	0.031	0.006	0.025	0.075521159	1	
RPGR	1.44520107	0.028	0.006	0.022	0.105785732	1	
MFSD6	1.444845902	0.099	0.025	0.074	0.002483437	1	
BRMS1L	1.443466453	0.026	0.006	0.02	0.125552418	1	
CTSL	1.440588533	0.033	0.006	0.027	0.065058781	1	
BPHL	1.440513025	0.026	0.006	0.02	0.125552418	1	
GGH	1.440270667	0.019	0	0.019	0.078059614	1	
IDH1	1.439033171	0.051	0.012	0.039	0.032663627	1	
RP11-108M9.4	1.438842996	0.031	0.006	0.025	0.075521188	1	
PPIL1	1.438465968	0.066	0.019	0.047	0.019352425	1	
CD86	1.438432497	0.017	0	0.017	0.093188929	1	
HYAL3	1.438273921	0.016	0	0.016	0.111506109	1	
HGH1	1.437077155	0.024	0.006	0.018	0.148665271	1	
KIF21A	1.437050598	0.082	0.019	0.063	0.005011005	1	
SETMAR	1.436064549	0.017	0	0.017	0.093188929	1	
MAPRE3	1.43605968	0.012	0	0.012	0.16111254	1	
TOX2	1.435099942	0.117	0.044	0.073	0.004772486	1	
AHR	1.432837372	0.383	0.138	0.245	4.66E-10	8.59E-06	
ELAC1	1.432481771	0.049	0.012	0.037	0.038641037	1	
GPAM	1.432089221	0.017	0	0.017	0.093188929	1	
FAM50B	1.431350293	0.063	0.019	0.044	0.026130958	1	
C15orf48	1.430346003	0.012	0	0.012	0.16111254	1	
ZNF616	1.428402592	0.014	0	0.014	0.133799231	1	
SFMBT2	1.428177367	0.038	0.006	0.032	0.039545172	1	
HIP1R	1.42770699	0.03	0.006	0.024	0.089498495	1	
EOMES	1.427410202	0.028	0.006	0.022	0.105785732	1	
TSC22D1	1.425438252	0.038	0.006	0.032	0.040084156	1	
NMB	1.424337679	0.066	0.019	0.047	0.019684111	1	
PM20D1	1.423537285	0.014	0	0.014	0.133799231	1	
PCAT6	1.421335353	0.014	0	0.014	0.133799231	1	
CEACAM1	1.419893364	0.061	0.012	0.049	0.013239234	1	
ADAM28	1.416964294	0.023	0.006	0.017	0.178516648	1	
MYEF2	1.416417421	0.033	0.012	0.021	0.159082724	1	
SMIM24	1.41433416	0.014	0	0.014	0.133799231	1	
SUCLG2-AS1	1.412699521	0.014	0	0.014	0.133799231	1	
INIP	1.412680588	0.129	0.025	0.104	0.00017906	1	
CHPF	1.412113767	0.054	0.012	0.042	0.024112206	1	
ATP10D	1.410064385	0.073	0.019	0.054	0.0105599	1	
ZC3H10	1.409254317	0.012	0	0.012	0.16111254	1	
AGBL2	1.408825313	0.014	0	0.014	0.133799231	1	
AC069363.1	1.407392118	0.019	0	0.019	0.078059614	1	
TRAV39	1.406531746	0.033	0.006	0.027	0.064624909	1	
PVALB	1.404418392	0.01	0	0.01	0.194868982	1	
NCR1	1.403723861	0.019	0	0.019	0.078059614	1	
DNLZ	1.403510974	0.014	0	0.014	0.133799231	1	
RBM12	1.402821534	0.087	0.019	0.068	0.00310218	1	
MAP1LC3A	1.398768729	0.155	0.044	0.111	0.000195525	1	
ICA1	1.397785188	0.26	0.075	0.185	4.45E-07	0.008196969	
NUP35	1.397475024	0.042	0.006	0.036	0.028782344	1	
MELK	1.397470407	0.017	0	0.017	0.093188929	1	
TUBA1C	1.397322476	0.341	0.125	0.216	2.04E-08	0.000375697	
SETBP1	1.395469949	0.016	0	0.016	0.111506109	1	
TRAV35	1.395429547	0.023	0.012	0.011	0.411371154	1	
CDC42EP4	1.395277907	0.012	0	0.012	0.16111254	1	
GZMH	1.392654474	0.087	0.006	0.081	0.000418497	1	
SLC35E4	1.392601674	0.038	0.012	0.026	0.100118846	1	
C21orf91	1.390881135	0.298	0.094	0.204	7.22E-08	0.001330751	
ARHGEF12	1.390107559	0.122	0.025	0.097	0.000357435	1	
RASL11A	1.390030236	0.016	0	0.016	0.111506109	1	
CTH	1.389641193	0.021	0.006	0.015	0.210518095	1	
KLHL25	1.388822336	0.017	0	0.017	0.093188929	1	
FNDC3B	1.387804759	0.166	0.038	0.128	3.77E-05	0.694172232	
PTGR2	1.386716949	0.014	0	0.014	0.133799231	1	
LINC00847	1.386324977	0.178	0.05	0.128	5.34E-05	0.983157114	
ZNRD1-AS1	1.386310749	0.014	0	0.014	0.133799231	1	
MOB1B	1.385466839	0.071	0.012	0.059	0.005266411	1	
TMEM86B	1.383777401	0.012	0	0.012	0.16111254	1	
RAB20	1.38119129	0.014	0	0.014	0.133799231	1	
LIMA1	1.380963101	0.258	0.081	0.177	8.19E-07	0.015092289	
RP11-166B2.8	1.380613661	0.03	0.006	0.024	0.089498495	1	
IL21R	1.379440576	0.326	0.106	0.22	1.82E-08	0.000336162	
JUNB	1.378924367	0.943	0.8	0.143	1.06E-38	1.95E-34	
CBFB	1.37799415	0.233	0.075	0.158	5.23E-06	0.096297914	
STAT4	1.376851243	0.387	0.112	0.275	1.23E-11	2.27E-07	
TOP3A	1.376099883	0.047	0.012	0.035	0.045966271	1	
TMEM229B	1.37595152	0.035	0.006	0.029	0.05496398	1	
ZNF670-ZNF695	1.375127002	0.017	0	0.017	0.093188929	1	
GEMIN5	1.373649592	0.023	0.006	0.017	0.176799576	1	
HPSE	1.373549717	0.044	0.006	0.038	0.024439643	1	
TUBG1	1.372604306	0.031	0.006	0.025	0.076280481	1	
FAM110A	1.372535824	0.225	0.075	0.15	1.38E-05	0.253456998	
ZFAND5	1.372328468	0.617	0.244	0.373	1.16E-18	2.14E-14	
SENCR	1.371209451	0.012	0	0.012	0.16111254	1	
MBOAT1	1.367963086	0.068	0.019	0.049	0.01645418	1	
HIST1H2BJ	1.366170179	0.024	0.006	0.018	0.149635225	1	
INO80B	1.364675205	0.016	0	0.016	0.111506109	1	
MYADM	1.36384817	0.286	0.112	0.174	2.39E-06	0.044095547	
NPW	1.363844729	0.012	0	0.012	0.16111254	1	
TMEM136	1.363673781	0.044	0.006	0.038	0.024439643	1	
NOM1	1.36286209	0.035	0.012	0.023	0.137108757	1	
ZNF232	1.361082641	0.012	0	0.012	0.16111254	1	
RP13-580F15.2	1.359389011	0.035	0.006	0.029	0.054779525	1	
JUN	1.359237186	0.859	0.556	0.303	1.34E-23	2.47E-19	
AP003774.1	1.358674439	0.012	0	0.012	0.16111254	1	
IL18RAP	1.356787545	0.016	0	0.016	0.111506109	1	
ACTRT3	1.356004054	0.003	0	0.003	0.456375917	1	
LACC1	1.354904729	0.045	0.006	0.039	0.020970483	1	
FLJ37035	1.354821088	0.012	0	0.012	0.16111254	1	
ZNF561	1.354668904	0.059	0.019	0.04	0.035027415	1	
MAOB	1.353722656	0.01	0	0.01	0.194868982	1	
CHRNA5	1.352091818	0.014	0	0.014	0.133799231	1	
ZFP36L1	1.35173951	0.784	0.444	0.34	1.18E-23	2.18E-19	
KCNH4	1.351547379	0.019	0	0.019	0.078059614	1	
MED31	1.35142161	0.214	0.056	0.158	4.05E-06	0.074594012	
SNX33	1.351418462	0.012	0	0.012	0.16111254	1	
RASSF4	1.350616673	0.017	0	0.017	0.093188929	1	
PRRG4	1.350033469	0.017	0	0.017	0.093188929	1	
COCH	1.349884254	0.01	0	0.01	0.194868982	1	
SEMA7A	1.349765909	0.014	0	0.014	0.133799231	1	
ZDHHC14	1.349613493	0.014	0	0.014	0.133799231	1	
TRMT6	1.34959794	0.087	0.025	0.062	0.007352321	1	
PLOD1	1.347819937	0.023	0	0.023	0.055066418	1	
CTLA4	1.347803105	0.725	0.394	0.331	1.20E-20	2.22E-16	
FBXO45	1.346771657	0.049	0.006	0.043	0.015236859	1	
MCM2	1.346425477	0.026	0.006	0.02	0.125552418	1	
TMSB4Y	1.345185091	0.014	0	0.014	0.133799231	1	
APOBEC3H	1.344784303	0.122	0.031	0.091	0.000771026	1	
IER5L	1.344062014	0.019	0	0.019	0.078059614	1	
B3GALT6	1.343969391	0.014	0	0.014	0.133799231	1	
SPATS2L	1.343473391	0.169	0.05	0.119	0.000138285	1	
LACTB2	1.342322279	0.124	0.038	0.086	0.001463613	1	
CDH24	1.342248134	0.017	0	0.017	0.093188929	1	
EGR4	1.341866501	0.01	0	0.01	0.194868982	1	
SLC16A3	1.341805145	0.07	0.025	0.045	0.031512432	1	
FLVCR2	1.340815746	0.047	0.006	0.041	0.017812822	1	
MAT2A	1.340506379	0.272	0.081	0.191	3.32E-07	0.006113453	
FBP1	1.339753112	0.016	0	0.016	0.111506109	1	
RP3-510D11.2	1.33969842	0.014	0	0.014	0.133799231	1	
FAM109B	1.339671941	0.016	0	0.016	0.111506109	1	
PPM1F	1.339550172	0.019	0	0.019	0.078059614	1	
CAPSL	1.33953322	0.01	0	0.01	0.194868982	1	
MSRB1	1.338145695	0.071	0.025	0.046	0.026746413	1	
DNPH1	1.338139883	0.674	0.338	0.336	1.37E-20	2.53E-16	
EPOR	1.337839132	0.094	0.025	0.069	0.003928615	1	
CACNA2D4	1.33783757	0.098	0.038	0.06	0.013083707	1	
EVI2A	1.335519983	0.289	0.112	0.177	1.38E-06	0.025428325	
TREX1	1.335309183	0.016	0	0.016	0.111506109	1	
RDH10	1.330783725	0.014	0	0.014	0.133799231	1	
MC1R	1.329736237	0.012	0	0.012	0.16111254	1	
TMED7	1.329716128	0.047	0.019	0.028	0.102106604	1	
CYCS	1.329062092	0.803	0.444	0.359	1.06E-26	1.95E-22	
VCAM1	1.328217078	0.01	0	0.01	0.194868982	1	
RHOC	1.327279395	0.509	0.156	0.353	1.12E-14	2.06E-10	
IVNS1ABP	1.323998269	0.477	0.181	0.296	3.44E-12	6.34E-08	
KLF6	1.322344687	0.953	0.762	0.191	1.60E-35	2.96E-31	
ZNF256	1.322166829	0.014	0	0.014	0.133799231	1	
CNKSR1	1.321976199	0.012	0	0.012	0.16111254	1	
GIN1	1.321610133	0.044	0.006	0.038	0.024775838	1	
LMF1	1.321058138	0.037	0.012	0.025	0.117505502	1	
BMF	1.32001083	0.012	0	0.012	0.16111254	1	
AMT	1.319374198	0.012	0	0.012	0.16111254	1	
S100A2	1.31893669	0.014	0	0.014	0.133799231	1	
ZFAND2A	1.318880422	0.35	0.188	0.162	1.50E-05	0.276522617	
RUSC1	1.318796	0.071	0.025	0.046	0.027521225	1	
EREG	1.316812212	0.009	0	0.009	0.237083309	1	
RP11-42I10.1	1.316384138	0.01	0	0.01	0.194868982	1	
RP11-872J21.3	1.315244876	0.014	0	0.014	0.133799231	1	
PIP5K1B	1.314892999	0.026	0.006	0.02	0.126377351	1	
METRNL	1.314386845	0.059	0.006	0.053	0.005791553	1	
C16orf45	1.313959751	0.057	0.012	0.045	0.018346237	1	
CACYBP	1.313104655	0.702	0.444	0.258	2.50E-17	4.60E-13	
FLJ20021	1.31147363	0.024	0.006	0.018	0.149635225	1	
ZNF420	1.309967439	0.049	0.012	0.037	0.039575134	1	
EFHD2	1.309162298	0.251	0.075	0.176	1.24E-06	0.022776204	
SIK1	1.308185203	0.012	0	0.012	0.16111254	1	
KRT23	1.307863226	0.017	0	0.017	0.093188929	1	
CARD16	1.307435657	0.855	0.5	0.355	1.22E-30	2.24E-26	
EEF1A2	1.307169294	0.01	0	0.01	0.194868982	1	
ZNF2	1.306542609	0.016	0	0.016	0.111506109	1	
ZKSCAN4	1.306068088	0.014	0	0.014	0.133799231	1	
ZNF785	1.306044068	0.012	0	0.012	0.16111254	1	
RP11-692D12.1	1.304507889	0.009	0	0.009	0.237083309	1	
KCTD21	1.303975983	0.016	0	0.016	0.111506109	1	
FAM3C	1.302772621	0.101	0.025	0.076	0.002297164	1	
PCOLCE	1.302535624	0.01	0	0.01	0.194868982	1	
CTNNA1	1.302293374	0.176	0.056	0.12	0.000140942	1	
FAM98A	1.302056607	0.045	0.012	0.033	0.054332625	1	
CHST14	1.302022913	0.016	0	0.016	0.111506109	1	
INTS3	1.30123584	0.056	0.006	0.05	0.008051136	1	
PFKFB3	1.301061099	0.188	0.056	0.132	6.14E-05	1	
INO80C	1.301009803	0.106	0.031	0.075	0.003141464	1	
SPRED2	1.300981495	0.016	0	0.016	0.111506109	1	
RP11-475E11.9	1.299622154	0.01	0	0.01	0.194868982	1	
RAB11FIP1	1.298936495	0.305	0.112	0.193	3.87E-07	0.007127392	
AC018816.3	1.298613274	0.01	0	0.01	0.194868982	1	
ERI2	1.297701853	0.016	0	0.016	0.111506109	1	
WIPI1	1.297567667	0.04	0.012	0.028	0.084307987	1	
SMG9	1.29644452	0.078	0.031	0.047	0.030511173	1	
PTP4A3	1.295313131	0.162	0.05	0.112	0.000305598	1	
SNHG22	1.294064024	0.012	0	0.012	0.16111254	1	
ADSSL1	1.293185465	0.014	0	0.014	0.133799231	1	
TMEM68	1.292823628	0.047	0.006	0.041	0.0180591	1	
C7orf50	1.292096878	0.289	0.088	0.201	1.57E-07	0.002898137	
LTC4S	1.291594047	0.037	0.006	0.031	0.04740449	1	
BTG2	1.290920949	0.676	0.294	0.382	1.16E-18	2.13E-14	
MEGF8	1.289304212	0.009	0	0.009	0.237083309	1	
FKBP14	1.289000417	0.035	0.012	0.023	0.137864754	1	
RNF32	1.288901525	0.026	0.006	0.02	0.126377351	1	
CHKA	1.288772186	0.01	0	0.01	0.194868982	1	
GNPTAB	1.288665724	0.152	0.038	0.114	0.000131661	1	
NAB1	1.287997661	0.166	0.044	0.122	7.43E-05	1	
CMC1	1.285708112	0.27	0.1	0.17	3.89E-06	0.071767209	
IKZF4	1.283955991	0.214	0.062	0.152	9.52E-06	0.175375201	
ZNF140	1.283346818	0.084	0.019	0.065	0.004546461	1	
SAMSN1	1.283306176	0.831	0.431	0.4	4.45E-30	8.20E-26	
ADM	1.282405068	0.012	0	0.012	0.16111254	1	
SH3BP2	1.280551121	0.134	0.038	0.096	0.000607853	1	
SYNGR3	1.280550149	0.017	0	0.017	0.093188929	1	
CH17-270A2.1	1.279428709	0.012	0	0.012	0.16111254	1	
CLDN12	1.277428306	0.012	0	0.012	0.16111254	1	
MED14	1.276934089	0.077	0.019	0.058	0.00844849	1	
MFSD14B	1.276660093	0.037	0.012	0.025	0.117505502	1	
ICOS	1.276630147	0.615	0.281	0.334	5.85E-16	1.08E-11	
AC002331.1	1.276209226	0.237	0.062	0.175	1.83E-06	0.033704916	
PYCR2	1.275995915	0.223	0.075	0.148	1.64E-05	0.302140528	
TXLNA	1.275863296	0.059	0.019	0.04	0.036198045	1	
MIR9-3HG	1.274631211	0.014	0	0.014	0.133799231	1	
ZBTB3	1.27351305	0.012	0	0.012	0.16111254	1	
RP11-498P14.5	1.273373523	0.016	0	0.016	0.111506109	1	
CCRL2	1.27224184	0.047	0.012	0.035	0.046239073	1	
C5orf30	1.271561648	0.035	0.012	0.023	0.137864754	1	
TK2	1.271265948	0.057	0.012	0.045	0.01834623	1	
CRK	1.269868403	0.024	0.006	0.018	0.148665322	1	
TRAV26-2	1.268013922	0.024	0.006	0.018	0.149635225	1	
KDELC2	1.267909615	0.023	0.006	0.017	0.176799518	1	
TUBB2A	1.267846654	0.15	0.031	0.119	7.14E-05	1	
DAB2	1.265963724	0.019	0	0.019	0.078059614	1	
RP6-91H8.3	1.264811916	0.03	0.006	0.024	0.090692849	1	
LBHD1	1.263782232	0.01	0	0.01	0.194868982	1	
ZNF25	1.263502716	0.035	0.006	0.029	0.055520454	1	
TMEM186	1.262921274	0.031	0.006	0.025	0.076790127	1	
AEN	1.261325031	0.124	0.031	0.093	0.000758615	1	
ENC1	1.260721628	0.016	0	0.016	0.111506109	1	
PTP4A1	1.260452073	0.589	0.256	0.333	2.54E-15	4.68E-11	
TREM2	1.259978807	0.009	0	0.009	0.237083309	1	
TOR4A	1.259380202	0.014	0	0.014	0.133799231	1	
PTPN7	1.258507014	0.446	0.156	0.29	9.59E-12	1.77E-07	
TCP11L1	1.257134054	0.047	0.012	0.035	0.046788767	1	
ZNF449	1.256828971	0.01	0	0.01	0.194868982	1	
GCA	1.256790732	0.106	0.025	0.081	0.001572059	1	
METTL12	1.255829732	0.117	0.031	0.086	0.001331911	1	
AP001046.5	1.254284094	0.012	0	0.012	0.16111254	1	
SESN2	1.25397862	0.044	0.019	0.025	0.13748638	1	
ZNF223	1.253534702	0.01	0	0.01	0.194868982	1	
DNAL4	1.252677881	0.033	0.006	0.027	0.065933733	1	
SPINT1	1.252422397	0.037	0.006	0.031	0.046612381	1	
FAM193A	1.251296245	0.056	0.019	0.037	0.049592251	1	
PIK3R3	1.251279641	0.103	0.025	0.078	0.002030779	1	
PDCD2L	1.250952148	0.04	0.006	0.034	0.03425122	1	
ZNF691	1.250882741	0.014	0	0.014	0.133799231	1	
CORO1C	1.250432913	0.049	0.012	0.037	0.03981163	1	
CCNT2-AS1	1.248889585	0.01	0	0.01	0.194868982	1	
FAM149B1	1.248613971	0.012	0	0.012	0.16111254	1	
LEO1	1.24778152	0.111	0.025	0.086	0.000952834	1	
CTD-2012K14.6	1.246725131	0.012	0	0.012	0.16111254	1	
HARBI1	1.246660979	0.01	0	0.01	0.194868982	1	
CMB9-22P13.1	1.246440816	0.052	0.012	0.04	0.02914892	1	
HIST2H4B	1.244962143	0.012	0	0.012	0.16111254	1	
GZMB	1.244722048	0.054	0.019	0.035	0.06347155	1	
ZNF793	1.243898732	0.023	0.006	0.017	0.177942917	1	
CTC-444N24.11	1.242833398	0.019	0.006	0.013	0.251820257	1	
FAM221A	1.242344003	0.031	0.012	0.019	0.188553731	1	
LINC01160	1.242071999	0.012	0	0.012	0.16111254	1	
SAV1	1.241929718	0.021	0.006	0.015	0.211865879	1	
CHRNA6	1.241576963	0.049	0.012	0.037	0.039930328	1	
IGHA1	1.241467355	0.045	0.025	0.02	0.236799226	1	
GLS2	1.24119066	0.01	0	0.01	0.194868982	1	
CREB3L2	1.2406356	0.199	0.062	0.137	4.24E-05	0.780554919	
C10orf88	1.239546079	0.033	0.012	0.021	0.160383385	1	
CRIPT	1.238824483	0.206	0.069	0.137	4.23E-05	0.779043536	
WDR24	1.238588335	0.033	0.006	0.027	0.065276616	1	
WIZ	1.237634028	0.014	0	0.014	0.133799231	1	
PARD6G	1.237218569	0.012	0	0.012	0.16111254	1	
UNC50	1.236616745	0.141	0.038	0.103	0.000334596	1	
AGFG2	1.23633922	0.098	0.025	0.073	0.003120731	1	
CST3	1.23624803	0.098	0.062	0.036	0.15577713	1	
KRT81	1.235384587	0.005	0	0.005	0.36082193	1	
RGS3	1.23517247	0.071	0.019	0.052	0.012987443	1	
PRICKLE3	1.23502784	0.03	0.006	0.024	0.090692849	1	
RLN1	1.234529657	0.019	0.006	0.013	0.251026849	1	
